name,rating,user_ratings_total,types,address,latitude,longitude,cluster
케익하우스올레뜨,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 궁동 410-3,36.3621043,127.3499946,5
드숑케이크,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 궁동 427-5,36.361288,127.35142,5
프랜즈도넛,4.0,4.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 궁동 427-6,36.36117889999999,127.3514108,5
슈슈브레드,5.0,1.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 궁동 422-6,36.36113169999999,127.350024,5
쏘어링,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 궁동 420-1,36.3616519,127.3489508,5
미블리,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 만년동 266,36.3660551,127.3764018,6
리피피,5.0,1.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 신성동 210-89,36.3882152,127.3519872,5
뚜레쥬르 대전서구만년,4.4,12.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 만년동 281-1,36.3662463,127.3769749,6
데이앤데이 서대전점,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 월평동 510,36.3576884,127.3629935,6
크림잇,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 월평동 543,36.3575514,127.3643771,6
러번트,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 월평동 559,36.3576343,127.3648377,6
케익하우스위켄드,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 월평동 302,36.3601605,127.3718815,6
로티보이,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 궁동 482-1,36.3615265,127.3449195,5
피아노베이커리 월평점,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 월평동 301,36.3595495,127.3712705,6
샘케이크,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 궁동 482-2,36.361333,127.3448164,5
후후베이크,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 월평동 546,36.3570792,127.3643973,6
버터폴앤크멀러스,5.0,1.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 3-1,36.3749493,127.3806945,6
르봉뺑 신세계백화점아트앤사이언스점,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 3-1,36.375162,127.3806857,6
르쎄떼,5.0,1.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 3-1,36.3748994,127.3807313,6
버터풀앤크리멀러 대전신세계점,3.6,5.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 3-1,36.3749215,127.3807993,6
파셀 샌드위치 바,5.0,3.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 죽동 706-5,36.36892090000001,127.338892,5
겐츠베이커리 대전점,4.0,2.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 도룡동 3-1,36.3751072,127.3809603,6
이상화 Bakery & Cafe,4.3,3.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 죽동 733-8,36.37450399999999,127.3376771,5
모나트,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 월평동 301,36.35886929999999,127.3713615,6
콜마르브레드,4.5,18.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 죽동 707-1,36.3694314,127.3379363,5
토우 베이크하우스,4.5,34.0,"['cafe', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 신성동 126-22,36.3902002,127.3507359,5
도도한케이크,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 장대동 315-7,36.3648666,127.3398648,5
월평동 붕어빵,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 월평동 1554,36.3556785,127.3609839,6
SSOLCAKESTUDIO,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 월평동 904,36.3557799,127.362709,6
던킨도너츠,4.1,98.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 325-2,36.3993786,127.4040996,2
크라운베이커리(전민점),4.3,3.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 464-1,36.3998786,127.4068771,2
파리바게뜨 대전전민점,4.4,19.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 307-5,36.3993939,127.4031908,2
뚜레쥬르엑스포점,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 466-3,36.3999341,127.4057661,2
파리바게뜨 테크노운암,3.8,69.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 관평동 672,36.4201117,127.3918471,2
파리바게뜨 대덕밸리점,3.9,49.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 관평동 911,36.4220573,127.3880779,2
코코호도,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 관평동 914,36.42255160000001,127.3880186,2
못난이꽈배기 북대전점,5.0,2.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 화암동 65-4,36.40170990000001,127.3750134,2
신라명과,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 460-1,36.3990039,127.3987951,2
통밀이야기,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 460-1,36.3990039,127.3987951,2
꺄도,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 도룡동 385-11,36.38610079999999,127.379579,2
베이커리아른,4.3,12.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 도룡동 395-13,36.38533579999999,127.3789108,2
수제식빵이야기오클라,4.5,15.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 도룡동 395-8,36.3848929,127.3797123,2
쭈케이크,5.0,1.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 458-5,36.3966449,127.4019346,2
슬로우브레드,4.5,248.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 304-6,36.39939339999999,127.4019221,2
요니케이크,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 448-13,36.3965064,127.403434,2
쿠키벨리 (CookieBelly),,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 370-6,36.3973135,127.4038382,2
버터버니 쿠키앤커피,5.0,1.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 385-2,36.39761710000001,127.4045715,2
르네상스,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 325-17,36.3979066,127.4045718,2
독일베이커리,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 전민동 466-3,36.3999585,127.4056852,2
일랑일랑,5.0,1.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 전민동 466-3,36.3999585,127.4056852,2
쉬즈베이글 문지점,4.2,5.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 문지동 636-7,36.3948587,127.4067977,2
오르엔쿠잉,4.7,3.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 문지동 650-5,36.39404069999999,127.4067967,2
삼천제빵,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 3-1,36.37811329999999,127.3843067,6
콜마르브레드,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 3-1,36.37811329999999,127.3843067,6
홀리스피릿,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 전민동 464-1,36.3999648,127.40791,2
파리바게뜨 대전용산호반점,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 용산동 750,36.4147587,127.3934859,2
르구떼브레드,5.0,10.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 문지동 643-2,36.3961281,127.4088299,2
노티드 대전신세계,5.0,1.0,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 3-1,36.3773616,127.3843146,6
뺑이모,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 4-6,36.37801619999999,127.3921002,2
몽글슈가_슈가케이크,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 4-6,36.3776902,127.3923234,2
케익찌는아이,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 용산동 666,36.4176521,127.3932488,2
튀소정거장,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 4-30,36.3762072,127.3926662,6
르봉뺑 신세계백화점아트앤사이언스점,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 3-1,36.375162,127.3806857,6
겐츠베이커리 대전점,4.0,2.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 3-1,36.3751072,127.3809603,6
버터폴앤크멀러스,5.0,1.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 3-1,36.3749493,127.3806945,6
버터풀앤크리멀러 대전신세계점,3.6,5.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 3-1,36.3749215,127.3807993,6
르쎄떼,5.0,1.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 3-1,36.3748994,127.3807313,6
성심당 DCC점,4.4,3388.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 도룡동 4-19,36.3753156,127.3923997,6
올레뜨과자점,3.0,4.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 관평동 909,36.4224262,127.3883608,2
I am Donut,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 관평동 907,36.4228349,127.3886107,2
아이엠도넛대전관평점,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 관평동 907,36.4228349,127.3886107,2
엄블랑젤,4.0,3.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 관평동 1028,36.4235754,127.3901327,2
파리바게뜨 관저느리울,4.1,73.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1340,36.2992393,127.3401669,0
파리바게뜨 대전원내,4.0,51.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 원내동 320-7,36.2994725,127.3198881,0
파리바게뜨 관저점,4.0,26.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1008,36.30088919999999,127.3354144,0
뚜레쥬르 관저점,4.2,39.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1541,36.2965981,127.3382824,0
파리바게뜨 가수원점,3.2,18.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 가수원동 1392,36.30164469999999,127.3497166,0
파리바게뜨 도안수목토,3.8,52.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도안동 1364,36.32055560000001,127.3441667,0
파리바게뜨 대전정림,3.7,24.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 정림동 585-1,36.3060003,127.3654391,3
케이크쌀롱,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1110,36.30116,127.3337817,0
우리동네빵집,4.5,2.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1109,36.3007812,127.3343861,0
망힛점빵,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 999,36.3033164,127.3389364,0
미카롱케이크,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1667,36.30738970000001,127.3336708,0
행복을굽는당,4.0,1.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1445,36.30068680000001,127.3370663,0
빵앗간,4.8,4.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1034,36.2999672,127.3356557,0
파리바게뜨 관저원앙점,4.3,41.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1834,36.3070733,127.336835,0
달코미,5.0,2.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1020,36.2998503,127.3352013,0
뚜레쥬르관저원앙점,3.3,3.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 981,36.3082683,127.3365774,0
엘로쿠케이쿠,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1548,36.29782399999999,127.336866,0
현미당,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1415,36.3000231,127.3410255,0
신라명과 건양대점,4.0,3.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1643,36.3066942,127.3424969,0
와플대학 대전관저캠퍼스,4.5,15.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 관저동 1531,36.297053,127.3377504,0
브레댄코 대전관저점,4.0,2.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1546,36.2965789,127.3363283,0
Patisserie Yule,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1537,36.297156,127.3384147,0
던킨도너츠 관저점,4.4,7.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1405,36.2987353,127.3410359,0
스트릿1988 대전관저점,5.0,1.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1404,36.29849809999999,127.3410037,0
빵굽는사람들,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1502,36.30023639999999,127.3429406,0
자연케이크,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1422,36.3010077,127.3439006,0
몽슈,4.4,41.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1552-3,36.2954383,127.3369235,0
몰랑몰랑,4.8,8.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1551-6,36.2954612,127.3373907,0
다쿠랑아즈,3.5,2.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1568-4,36.2947906,127.3368275,0
롯데 브랑제리 서대전점,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 유성구 원내동 33,36.3016945,127.3232488,0
손수베이커리,4.0,1.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1394,36.2959639,127.3406668,0
베이크오프,4.2,27.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1384,36.29552960000001,127.3399617,0
뚜레쥬르 관저더샵점,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1989,36.2966151,127.3266679,0
쉬즈베이글 관저점,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1951-1,36.2975078,127.3251877,0
헤브어케이크,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1570-12,36.2941161,127.336415,0
파리바게뜨 관저포스코,4.0,9.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 관저동 1952-5,36.2963023,127.3258981,0
구우다 베이커리,4.7,3.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 도안동 1756,36.3048723,127.3489572,0
빵나무,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 유성구 원내동 320-6,36.299634,127.319826,0
정인구 팥빵,4.3,7.0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 서구 도안동 1776,36.3053894,127.349696,0
케익하우스윈,,,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",대전 유성구 원내동 313-3,36.2988892,127.3199437,0
체르니베이커리,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 원내동 343-12,36.2978595,127.3199928,0
베이크미,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도안동 1764,36.30594749999999,127.3503606,0
몽글,3.0,2.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도안동 1783,36.3048372,127.3505662,0
점핑114,,,"['bakery', 'health', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 원내동 343-7,36.2979832,127.3194095,0
우리들베이커리,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 원내동 226-2,36.2995543,127.3183292,0
빨강벽돌집,4.4,28.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 원내동 77-12,36.3014589,127.3176958,0
드림브레드,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 가수원동 768-1,36.3039451,127.352365,3
기쁘다희케익,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 원내동 357,36.295013,127.318981,0
케익나무,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 원내동 357,36.295013,127.318981,0
빵궁전,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 가수원동 772-1,36.30166719999999,127.3531071,3
타타스베이글 대전도안점,4.5,4.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도안동 1470,36.3131009,127.3510199,0
이케엔솜,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도안동 1868,36.3095471,127.3533905,3
베이크어웨이,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도안동 1421,36.3144532,127.3500646,0
우리밀빵조아,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 가수원동 102-4,36.3030683,127.3587467,3
못난이꽈배기가수원점,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 가수원동 102-4,36.303145,127.3587639,3
빠띠시에,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도안동 1103,36.3235502,127.346062,0
조각집,5.0,1.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도안동 1044,36.32537300000001,127.3461198,0
PARIS BAGUETTE,4.4,27.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 정림동 592-1,36.3058336,127.36537,3
파리바게뜨 대전도마점,3.8,25.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도마동 211,36.3220587,127.3699132,3
파리바게뜨 내동롯데점,4.1,20.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 내동 220-11,36.3386533,127.3664626,6
파리바게뜨 도안수목토,3.8,52.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도안동 1364,36.32055560000001,127.3441667,0
뚜레쥬르 대전내동롯데,2.7,3.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 내동 220,36.3376877,127.3669086,6
파리바게뜨 가장점,3.7,26.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 가장동 61-19,36.33421939999999,127.3849087,3
파리바게뜨 대전정림,3.7,24.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 정림동 585-1,36.3060003,127.3654391,3
뚜레쥬르 대전복수목화점,4.2,23.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 복수동 274-1,36.3085557,127.3739938,3
파리바게뜨 대전갈마동산점,4.2,55.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 갈마동 351-1,36.3474398,127.3711319,6
파리바게뜨 도마시장점,3.7,19.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도마동 175-14,36.3126886,127.381442,3
파리바게뜨 대전도안봉명,3.7,29.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 봉명동 1035-2,36.3459096,127.341068,5
파리바게뜨경성갈마점,4.5,4.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 갈마동 1418,36.34694,127.3763259,6
뚜레쥬르,4.2,31.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 유성구 상대동 473-1,36.3460228,127.3391628,5
파리바게뜨,3.7,18.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 괴정동 7-1,36.3425305,127.384314,6
파리바게뜨 가수원점,3.2,18.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 가수원동 1392,36.30164469999999,127.3497166,0
제과인의집,3.0,1.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 변동 253-3,36.3305252,127.3689659,3
팡도르베이커리,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도마동 24-3,36.3248592,127.3705492,3
따삐오베이커리,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 도마동 14-4,36.32700319999999,127.3710429,3
브레드팜,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 유성구 원신흥동 524-2,36.334947,127.3483791,0
이베이커리,5.0,1.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도마동 49-12,36.3223318,127.3735768,3
하나로베이커리,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도마동 35-7,36.3226061,127.3739739,3
모아베이커리,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도마동 47-39,36.3214152,127.3735491,3
지영케이크,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도마동 35-28,36.3225062,127.3743533,3
베이커스비스킷,4.7,3.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도마동 61-15,36.3201105,127.3738001,3
도너츠나라,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 내동 22-4,36.3314896,127.3767108,3
베이크어웨이,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도안동 1421,36.3144532,127.3500646,0
우리밀빵그레,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도마동 120-4,36.3166952,127.3725044,3
참좋은날엔,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도마동 120-21,36.3164368,127.3730599,3
레삐도르과자점,,,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도마동 120-20,36.3166102,127.373327,3
타타스베이글 대전도안점,4.5,4.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 도안동 1470,36.3131009,127.3510199,0
스마일찹쌀꽈배기,4.0,1.0,"['bakery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 내동 13-1,36.3305866,127.3787687,3
새로나제과점,4.5,12.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 변동 47-1,36.3248872,127.3804009,3
빛나제과,5.0,1.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",대전 서구 내동 36-8,36.3363879,127.3774248,6
굽는집,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 내동 17-12,36.331232,127.3802193,3
비하우스,4.0,3.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 509-1,36.33854840000001,127.3434647,0
빵굽는동네,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 변동 13-2,36.3284421,127.3808139,3
가인,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 도마동 80-6,36.3193878,127.3787986,3
팡프렌드,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 내동 17-11,36.3314419,127.3804092,3
케익하우스르미엘,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 내동 17-11,36.3314225,127.3804617,3
몰랑몰랑 목원대점,5.0,2.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 용계동 664-8,36.330274,127.3376649,0
빵집가는날,3.0,1.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 도마동 127-1,36.31719400000001,127.378076,3
엘핀케이크,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 504-1,36.3392467,127.3427457,0
이케엔솜,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 도안동 1868,36.3095471,127.3533905,3
태양당제과,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 도마동 96-26,36.31844349999999,127.3794652,3
일랑일랑,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 544-7,36.3361945,127.339708,0
달퐁제과,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 544-7,36.3361945,127.339708,0
바닐라베이크,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 575-12,36.3338028,127.337946,0
보름달과자점,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 575-12,36.3338028,127.337946,0
오드비베이크샵,5.0,1.0,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 544-12,36.3366652,127.3395428,0
냥그쿠키,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 574-6,36.3338822,127.3377321,0
디저트 비결,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 유성구 원신흥동 546-10,36.3356247,127.3386696,0
케이크이즈,,,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",대전 서구 갈마동 404-1,36.3436307,127.370956,6
크리스피크림도넛 대전둔산점,4.2,354.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 둔산동 1416,36.3505737,127.3870855,6
던킨도너츠 대전타임월드점,4.2,23.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 둔산동 1014,36.3528648,127.3781546,6
투썸플레이스 대전법원점,3.8,139.0,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 둔산동 1479,36.35287899999999,127.3894902,6
뚜레쥬르 대전둔산법원,4.1,97.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 둔산동 1391,36.353273,127.389519,6
파리바게뜨 둔산점,3.5,64.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 둔산동 1388,36.35371720000001,127.3921575,6
파리바게뜨만년KBS점,4.0,40.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 만년동 298,36.36885410000001,127.3799916,6
코코호도둔산점,4.7,3.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 둔산동 1008,36.35338369999999,127.3777978,6
코코호도삼천점,,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 둔산동 1815,36.3510447,127.3969012,6
파리바게뜨 둔산둥지점,3.7,39.0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",대전 서구 둔산동 912,36.35949430000001,127.391824,6
